,loss,categorical_accuracy,auc_3,val_loss,val_categorical_accuracy,val_auc_3
0,0.5325549840927124,0.8901179432868958,0.9627069234848022,0.2962077260017395,0.9062114357948303,0.9770140647888184
1,0.07555406540632248,0.974951982498169,0.9976819157600403,0.26793724298477173,0.9255450367927551,0.9814364910125732
2,0.02655765227973461,0.992458164691925,0.999534547328949,0.30461904406547546,0.9226655960083008,0.9795231819152832
3,0.013111170381307602,0.9969832897186279,0.9998221397399902,0.34736505150794983,0.9255450367927551,0.9770795106887817
4,0.02062786929309368,0.9938751459121704,0.9995510578155518,0.35822078585624695,0.9267790913581848,0.9759412407875061
5,0.015863386914134026,0.9954292178153992,0.9998093247413635,0.3476005494594574,0.9230769276618958,0.9756394028663635
6,0.012756016105413437,0.9970746636390686,0.9998701810836792,0.4109099507331848,0.9164952635765076,0.9725107550621033
7,0.01704856939613819,0.9974403381347656,0.9997349381446838,0.48316022753715515,0.9189633727073669,0.9704127311706543
8,0.009848853573203087,0.9985373616218567,0.9997448325157166,0.3592667281627655,0.9243109822273254,0.9748748540878296
9,0.005017088260501623,0.999268651008606,0.999858558177948,0.3509380519390106,0.9255450367927551,0.9769977927207947
10,0.006682725623250008,0.9993600845336914,0.9997904300689697,0.4516028165817261,0.9201974272727966,0.9739484786987305
11,0.005816005636006594,0.9987658858299255,0.9998564720153809,0.3838995695114136,0.9276018142700195,0.9761438369750977
12,0.004801817238330841,0.9993143677711487,0.999893844127655,0.4083074629306793,0.9251337051391602,0.9748184680938721
13,0.0031699021346867085,0.9996800422668457,0.9998958110809326,0.37044987082481384,0.9255450367927551,0.9755644202232361
