,loss,categorical_accuracy,auc_1,val_loss,val_categorical_accuracy,val_auc_1
0,0.501282274723053,0.8874211311340332,0.9661098122596741,0.261343389749527,0.9041546583175659,0.9791116118431091
1,0.18056949973106384,0.9389798045158386,0.9902757406234741,0.23725299537181854,0.9144384860992432,0.9829038381576538
2,0.11337078362703323,0.965124785900116,0.9964148998260498,0.2754419147968292,0.9016865491867065,0.9814099073410034
3,0.044604916125535965,0.9861961603164673,0.9990691542625427,0.2782058119773865,0.9160839319229126,0.9810476899147034
4,0.017161132767796516,0.9957948327064514,0.9998400211334229,0.2766273617744446,0.9214314818382263,0.9815436601638794
5,0.016290418803691864,0.997166097164154,0.9996804594993591,0.29369935393333435,0.9226655960083008,0.9818647503852844
6,0.015512059442698956,0.997166097164154,0.999607503414154,0.3110099732875824,0.9214314818382263,0.9786450266838074
7,0.007359241135418415,0.9984002113342285,0.9998868703842163,0.3139500916004181,0.9271904826164246,0.9803370833396912
8,0.002445687772706151,0.9995428919792175,0.9999992251396179,0.3292062282562256,0.9271904826164246,0.9790070056915283
9,0.006830230355262756,0.9989944100379944,0.9998197555541992,0.33794334530830383,0.9255450367927551,0.9771555066108704
