,loss,categorical_accuracy,auc,val_loss,val_categorical_accuracy,val_auc
0,0.49986082315444946,0.8840844631195068,0.9652959108352661,0.29425767064094543,0.9012752175331116,0.9789088368415833
1,0.2087274193763733,0.9263187050819397,0.9868167042732239,0.5160942077636719,0.8638420701026917,0.9535562992095947
2,0.16741320490837097,0.9446933269500732,0.9918997883796692,0.22869709134101868,0.9115590453147888,0.9840877056121826
3,0.09126633405685425,0.9713867902755737,0.9973258376121521,0.25710371136665344,0.9115590453147888,0.9831224083900452
4,0.052304595708847046,0.9861504435539246,0.9990435838699341,0.34948113560676575,0.9049773812294006,0.9779757857322693
5,0.06472045928239822,0.9872017502784729,0.9991648197174072,0.2599406838417053,0.9164952635765076,0.9825640320777893
6,0.037796150892972946,0.9924124479293823,0.9995307922363281,0.3001996576786041,0.9164952635765076,0.9788675904273987
7,0.010850989259779453,0.9978974461555481,0.9998690485954285,0.33544018864631653,0.9201974272727966,0.9752225279808044
8,0.029066001996397972,0.9977602958679199,0.9996473789215088,0.33937349915504456,0.9234882593154907,0.9764235615730286
9,0.006765445694327354,0.999268651008606,0.9998859167098999,0.3627273738384247,0.9214314818382263,0.9732844829559326
