,loss,categorical_accuracy,auc_3,val_loss,val_categorical_accuracy,val_auc_3
0,0.4598509967327118,0.8890209197998047,0.9677841663360596,0.2777724862098694,0.8934594988822937,0.978809654712677
1,0.16972272098064423,0.9395740032196045,0.9909194707870483,0.25043433904647827,0.9119703769683838,0.9814075827598572
2,0.0797744020819664,0.9721637964248657,0.997489869594574,0.2611408233642578,0.9164952635765076,0.9824214577674866
3,0.04911207780241966,0.9864247441291809,0.998959481716156,0.4814741909503937,0.9177293181419373,0.9792479276657104
4,0.03758133202791214,0.9894871711730957,0.9992721080780029,0.2847627103328705,0.9230769276618958,0.9805859327316284
5,0.011628485284745693,0.9974403381347656,0.9998674392700195,0.29286402463912964,0.9292472004890442,0.9813697934150696
6,0.005582036916166544,0.9995428919792175,0.9998922348022461,0.2961866557598114,0.9341834783554077,0.9814867973327637
7,0.0024786379653960466,0.9996800422668457,0.999929666519165,0.7111720442771912,0.9234882593154907,0.9766116738319397
8,0.006487709004431963,0.9993143677711487,0.9998907446861267,0.3002888262271881,0.9292472004890442,0.9804182648658752
9,0.009761505760252476,0.9984459280967712,0.9998173713684082,0.3668383061885834,0.918140709400177,0.9761143326759338
