,loss,categorical_accuracy,auc_2,val_loss,val_categorical_accuracy,val_auc_2
0,0.46455633640289307,0.8914434313774109,0.9685161709785461,2.4345860481262207,0.8737145066261292,0.9494470357894897
1,0.19318337738513947,0.9361916184425354,0.9896464347839355,0.21386992931365967,0.9214314818382263,0.9858900308609009
2,0.18265952169895172,0.9593655467033386,0.9947382807731628,0.23975202441215515,0.9238996505737305,0.9842662811279297
3,0.04662012681365013,0.9846420884132385,0.9990707039833069,0.26807573437690735,0.9214314818382263,0.9820502400398254
4,0.019019393250346184,0.9941951036453247,0.9998366236686707,0.2971595525741577,0.9230769276618958,0.9800393581390381
5,0.0264890119433403,0.9957948327064514,0.999481737613678,0.32891201972961426,0.9206088185310364,0.9773272275924683
6,0.018167812377214432,0.99643474817276,0.9995378851890564,0.3624364733695984,0.9123817086219788,0.9735814332962036
7,0.018538320437073708,0.9979888200759888,0.9997695684432983,0.30734920501708984,0.9259563684463501,0.9800498485565186
8,0.0052148113027215,0.9993600845336914,0.9999017715454102,0.2992765009403229,0.9292472004890442,0.9800257682800293
9,0.002214619657024741,0.9998171925544739,0.9999299049377441,0.3292481005191803,0.9292472004890442,0.977328896522522
