,loss,categorical_accuracy,auc_1,val_loss,val_categorical_accuracy,val_auc_1
0,0.6490042805671692,0.8824389576911926,0.9559257626533508,0.38277480006217957,0.9058001041412354,0.9746306538581848
1,0.09008058905601501,0.9698784351348877,0.9964365363121033,0.4025133550167084,0.9008638262748718,0.9724911451339722
2,0.03737756237387657,0.9879330992698669,0.9991503357887268,0.3944307267665863,0.9169065952301025,0.973594069480896
3,0.015637289732694626,0.9951549768447876,0.9997676014900208,0.36497077345848083,0.9234882593154907,0.9764848947525024
4,0.010392160154879093,0.9972118139266968,0.9998047947883606,0.4804523289203644,0.9156725406646729,0.9690758585929871
5,0.006753391120582819,0.9989030361175537,0.9998888969421387,0.3857586681842804,0.9210201501846313,0.9761620759963989
6,0.015619438141584396,0.9982174038887024,0.9997380971908569,0.5620281100273132,0.9201974272727966,0.9716456532478333
7,0.0221463181078434,0.995292067527771,0.9994133114814758,0.41591915488243103,0.9197860956192017,0.974696695804596
8,0.005577943753451109,0.998857319355011,0.999920666217804,0.40062278509140015,0.9218428730964661,0.9739967584609985
9,0.004246232099831104,0.9995886087417603,0.9999287128448486,0.40251675248146057,0.9226655960083008,0.9743029475212097
10,0.004670386668294668,0.9994515180587769,0.9998597502708435,0.45093274116516113,0.9234882593154907,0.9710814952850342
11,0.002380687976256013,0.9998628497123718,0.9999304413795471,0.41311773657798767,0.9280131459236145,0.9743152856826782
12,0.0029311070684343576,0.9997714757919312,0.9998607635498047,0.39985552430152893,0.9255450367927551,0.9762671589851379
