,loss,categorical_accuracy,auc_2,val_loss,val_categorical_accuracy,val_auc_2
0,0.618956983089447,0.8844958543777466,0.9560277462005615,0.5502883195877075,0.8720691204071045,0.9584661722183228
1,0.09905502945184708,0.9678672552108765,0.9954788684844971,0.3615424633026123,0.9123817086219788,0.976185142993927
2,0.03090694174170494,0.9912697672843933,0.9992752075195312,0.3278568387031555,0.9189633727073669,0.9784396290779114
3,0.017690010368824005,0.9953377842903137,0.9996974468231201,0.3591078221797943,0.9173179864883423,0.9754210114479065
4,0.0146658169105649,0.9970746636390686,0.9996892809867859,0.3680560290813446,0.9152612090110779,0.9765028953552246
5,0.0064694928005337715,0.9991315603256226,0.9998877048492432,0.3579593300819397,0.9263677597045898,0.9763519763946533
6,0.005721206311136484,0.9991772770881653,0.9998918771743774,0.37086308002471924,0.9247223138809204,0.9759581089019775
7,0.007738096639513969,0.9988116025924683,0.9998543858528137,0.5375679135322571,0.9140271544456482,0.9661003351211548
8,0.008575839921832085,0.9983544945716858,0.9997798204421997,0.40639108419418335,0.9267790913581848,0.9740135669708252
9,0.007983686402440071,0.9989486932754517,0.99982088804245,0.42579662799835205,0.9173179864883423,0.9727910161018372
10,0.01376164797693491,0.9982631206512451,0.9996026754379272,0.48360326886177063,0.9090909361839294,0.9671205878257751
11,0.0043205576948821545,0.9994972348213196,0.9998922348022461,0.4218587875366211,0.9197860956192017,0.9729262590408325
12,0.0022423798218369484,0.9997257590293884,0.9999302625656128,0.3862103819847107,0.9271904826164246,0.9758735299110413
