,loss,categorical_accuracy,auc_4,val_loss,val_categorical_accuracy,val_auc_4
0,0.43377363681793213,0.8895694017410278,0.9677441120147705,0.24186667799949646,0.903743326663971,0.9827578663825989
1,0.19300886988639832,0.9329463243484497,0.9892129302024841,2.3041622638702393,0.7897984385490417,0.8500624299049377
2,0.11854183673858643,0.9601883292198181,0.9954604506492615,5.308965682983398,0.9095022678375244,0.970615029335022
3,0.06759048253297806,0.9798427820205688,0.9985640048980713,0.29029199481010437,0.9066227674484253,0.9800020456314087
4,0.023353058844804764,0.9939208626747131,0.9996876120567322,0.26762256026268005,0.9201974272727966,0.9833908081054688
5,0.009854357689619064,0.9979888200759888,0.9998763799667358,0.283860445022583,0.9218428730964661,0.9806106686592102
6,0.005706578027456999,0.9994058012962341,0.9998915791511536,0.2968323230743408,0.9280131459236145,0.9804967045783997
7,0.026573562994599342,0.9972575306892395,0.9995841383934021,0.2910325527191162,0.9251337051391602,0.9807507395744324
8,0.0200414527207613,0.9965718984603882,0.9996863603591919,0.3123689293861389,0.922254204750061,0.9801201820373535
9,0.008432838134467602,0.9991772770881653,0.9997827410697937,0.30808955430984497,0.9276018142700195,0.9811220169067383
